CYYMMNUMB,EASTING,NORTHING,FAMILY,GENUS,SPECIES,AUTHOR,COLLECTOR,COLL_DATE1,YEAR,MONTH,COLL_DATE2,ALTITUDE,FOUND_ON,LITTER_NO,NO_SPEC,STAGE,COLL_ACRO,Column1,SP_STATUS,ISL_ABB,BROAD_LOC,LOCALITY (merged),MOD_LOC,LATIT,LONGIT,NZMS1_NO,METRIC_NO,NZAC_CODE,ECOL_DIST
102012990,2116918,5594778,Curculionidae,Lyperobius,montanus,"Craw, 1999",A.W. Anderson,1/02/1935,1935,2,,1891,Aciphylla,,3,A,CMNZ,,,SO,Fiordland NP,"Fiordland NP, Mt Barrier",,4445,16802,S122,D40,FD,72-01
104312990,2255751,5659121,Curculionidae,Lyperobius,spedenii,"Broun, 1917",A. Watt,30/01/1931,1931,1,,0,,,1,A,CMNZ,,,SO,,Lake Ohau,,4414,16949,S108,H38,MK,63-03
012212990,2061284,5557745,Curculionidae,Anagotus,helmsi,,B. Wisely,1/03/1949,1949,3,31/03/1949,0,,,1,A,FRNZ,,,SO,Fiordland NP,"Fiordland NP, Caswell Sound",,4503,16718,S129,C41,FD,72-02
016812990,2385520,5846164,Curculionidae,Anagotus,helmsi,,no collector given,2/11/1945,1945,11,,0,,,1,A,FRNZ,,,SO,,Moana,,4235,17129,S051,K32,BR,48-09
017012990,2360856,5847526,Curculionidae,Anagotus,helmsi,,I.D. Mannering,1/11/1957,1957,11,,0,,,1,A,FRNZ,,,SO,Westland,"Westland, New River",,4234,17111,S051,J32,BR,48-11
017212990,2279907,5771179,Curculionidae,Anagotus,helmsi,,R.R. Forster,10/02/1949,1949,2,,0,,,1,A,FRNZ,,,SO,,Okarito,,4314,17010,S063,H34,WD,50-03
038112990,2474995,6011959,Curculionidae,Anagotus,oconnori,,J.G.R. McBurney,1/06/1955,1955,6,,1525,,,3,A,FRNZ,,,SO,Tasman Mts,"Tasman Mountains, Cobb Valley",,4106,17235,S013,M26,NN,46-06
038212990,2474995,6011959,Curculionidae,Anagotus,oconnori,,J.G.R. McBurney,17/04/1955,1955,4,,0,,,3,A,FRNZ,,,SO,Tasman Mts,"Tasman Mountains, Cobb Valley",,4106,17235,S013,M26,NN,46-06
032912990,2460603,5869330,Curculionidae,Anagotus,oconnori,,C.J. Burrows,5/12/1962,1962,12,,1525,D. oreophila,,1,A,FRNZ,,,SO,,Lewis Pass,,4223,17224,S046,M31,BR,49-04
073512990,2479196,6011979,Curculionidae,Lyperobius,fallax,"Broun, 1917",J.I. Townsend,29/10/1957,1957,10,,0,,,1,A,FRNZ,,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
083312990,2138633,5584925,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,22/01/1944,1944,1,,0,,,1,A,FRNZ,,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
088112990,2500370,5893570,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",no collector given,,0,1,,0,,,2,A,FRNZ,,,SO,,Tarndale,,4210,17253,S040,N30,MB,43-02
103512990,2152495,5620945,Curculionidae,Lyperobius,spedenii,"Broun, 1917",J.S. Edwards,1/05/1954,1954,5,,0,,,1,A,FRNZ,,,SO,,Dart Valley,,4432,16830,S114,E39,OL,51-07
102512990,2115487,5596547,Curculionidae,Lyperobius,montanus,"Craw, 1999",R.M. Emberson,6/02/1980,1980,2,,1360,under rocks,,1,A,LCNA,,,SO,Fiordland NP,"Fiordland NP, Gertrude Saddle",,4444,16801,S122,D40,FD,72-01
063212990,2082225,5481202,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",P.T. Syrett,2/02/1982,1982,2,,730,Anisotome,,2,A,LCNZ,,,SO,Fiordland,"Fiordland, Borland Saddle, south",S,4545,16730,S158,C44,FD,72-03
063312990,2082225,5481202,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",J.W. Early,2/02/1982,1982,2,,1150,Anisotome,,3,A,LCNZ,,,SO,Fiordland,"Fiordland, Borland Saddle, south",S,4545,16730,S158,C44,FD,72-03
063412990,2082225,5481202,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",C.A. Muir,2/02/1982,1982,2,,1188,mat plant,,1,A,LCNZ,,,SO,Fiordland,"Fiordland, Borland Saddle, south",S,4545,16730,S158,C44,FD,72-03
074412990,2468265,5965646,Curculionidae,Lyperobius,fallax,"Broun, 1917",R.M. Emberson,3/01/1984,1984,1,,1350,Anisotome,,1,A,LCNZ,,,SO,,Marino Mountains,,4131,17230,S026,M28,NN,46-09
091112990,2417662,5796677,Curculionidae,Lyperobius,huttoni,"Pascoe, 1876",R. Close,17/01/1976,1976,1,,1525,Aciphylla spaniard,,1,A,LCNZ,,,SO,,Mt Binser,,4302,17152,S066,L34,MC,54-03
059912990,2033600,5223118,Curculionidae,Lyperobius,nesidiotes,"Kuschel, 1987",J.W. Early,30/11/1976,1976,11,,0,Anisotome acutifolia,,1,M,LCNZ,,PT,SNI,Broughton I,"Snares Islands, Broughton Island",,4802,16637,Snar,272/1&5,SN,79-06
101912990,2115487,5596547,Curculionidae,Lyperobius,montanus,"Craw, 1999",P.T. Townsend,6/02/1980,1980,2,,1380,,,1,A,LCNZ,,,SO,Fiordland NP,"Fiordland NP, Gertrude Saddle",,4444,16801,S122,D40,FD,72-01
102112990,2115487,5596547,Curculionidae,Lyperobius,montanus,"Craw, 1999",J.W. Early,6/02/1980,1980,2,,1150,Anisotome,,1,A,LCNZ,,,SO,Fiordland NP,"Fiordland NP, Gertrude Saddle",,4444,16801,S122,D40,FD,72-01
102212990,2115487,5596547,Curculionidae,Lyperobius,montanus,"Craw, 1999",J.W. Early,6/02/1980,1980,2,,1380,,,4,A,LCNZ,,,SO,Fiordland NP,"Fiordland NP, Gertrude Saddle",,4444,16801,S122,D40,FD,72-01
102312990,2078121,5542189,Curculionidae,Lyperobius,montanus,"Craw, 1999",C.A. Muir,5/12/1983,1983,12,,1280,Aciphylla congesta,,1,A,LCNZ,,,SO,Fiordland NP,"Fiordland NP, Murchison Mountains",,4512,16730,S140,C42,FD,72-02
061212990,2078121,5542189,Curculionidae,Lyperobius,eylesi,"Craw, 2002",B.H. Patrick,11/12/1983,1983,12,,1170,Aciphylla congesta,,3,A,LCNZ,,,SO,Fiordland NP,"Fiordland NP, Murchison Mountains",,4512,16730,S140,C42,FD,72-02
066212990,2075756,5480763,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",J.W. Early,3/02/1982,1982,2,,1280,Aciphylla congesta,,1,A,Linc,,,SO,,Mt Burns,,4545,16725,S158,C44,FD,72-03
066312990,2075756,5480763,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",R.M. Emberson,3/02/1982,1982,2,,1150,Celmisia sessiliflora,,1,A,Linc,,,SO,,Mt Burns,,4545,16725,S158,C44,FD,72-03
067512990,2082225,5481202,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",R.M. Emberson,2/02/1982,1982,2,,1180,Anisotome,,3,A,Linc,,,SO,Fiordland,"Fiordland, Borland Saddle, south",S,4545,16730,S158,C44,FD,72-03
077112990,2483445,5999038,Curculionidae,Lyperobius,*ferox,,R.M. Emberson,5/01/1982,1982,1,,1500,Aciphylla,,1,A,Linc,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
012512990,2706137,6014979,Curculionidae,Anagotus,helmsi,,Department of Agriculture,,0,0,,0,,,1,A,NMMZ,,,NO,Tararua Ra,Tararua Range,,4103,17520,N161,S26,WN,38-01
000612990,2475076,5995300,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,10/01/1961,1961,1,,1372,,,5,A,NMNZ,,,SO,,Baton Saddle,,4115,17235,S013,M27,NN,46-07
000312990,2515565,5962067,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,11/11/1962,1962,11,,1525,,,2,A,NMNZ,,,SO,,Ben Nevis,,4133,17304,S027,N28,NN,40-03
003312990,2479196,6011979,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,26/10/1959,1959,10,,0,,,1,A,NMNZ,,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
002812990,2471068,5961959,Curculionidae,Anagotus,*chionochloae,,J.I. Townsend,21/10/1962,1962,10,,1525,Celmisia armstrongii,,1,A,NMNZ,,,SO,,Mt Owen,,4133,17232,S026,M28,NN,46-07
042312990,2173257,5503354,Curculionidae,Anagotus,costipennis,,no collector given,1/01/1913,1913,1,,0,,,1,A,NMNZ,,,SO,,East Dome,,4536,16841,S151,F43,CO,74-01
119912990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,E.S. Gourlay,27/12/1944,1944,12,1/01/1945,0,,,2,A,NMNZ,,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
120412990,2138633,5584925,Curculionidae,Anagotus,*cottieri,,E.S. Gourlay,27/12/1944,1944,12,1/01/1945,0,Toaris laevicostata,,1,A,NMNZ,,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
007612990,2540687,5984218,Curculionidae,Anagotus,fairburnii,,J.I. Townsend,7/09/1960,1960,9,,915,,,1,A,NMNZ,,,SO,,Dun Mt,,4121,17322,S020,O27,NN,47-03
005512990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,8/01/1931,1931,1,,0,,,3,A,NMNZ,,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
006612990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E. Fairburn,14/01/1921,1921,1,,0,,,10,A,NMNZ,,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
007512990,2580286,6041322,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,1/01/1931,1931,1,31/01/1931,0,,,1,A,NMNZ,,,DURI,D'Urville I,D'Urville Island,,4050,17350,S010,P25,SD,39-04
004612990,2621973,6009338,Curculionidae,Anagotus,fairburnii,,B.A. Holloway,8/11/1961,1961,11,,0,,,4,A,NMNZ,,,SO,,Motungarara Island,,4107,17420,S016,Q27,SD,39-03
004812990,2569914,5976632,Curculionidae,Anagotus,fairburnii,,J.I. Townsend,14/11/1959,1959,11,,1220,,,1,A,NMNZ,,,SO,,Mt Riley,,4125,17343,S021,P28,MB,40-02
005312990,2594555,6059678,Curculionidae,Anagotus,fairburnii,,E.S. Gourlay,14/01/1933,1933,1,,0,,,3,A,NMNZ,,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
027712990,2123946,5415203,Curculionidae,Anagotus,graniger,,no collector given,1/03/1908,1908,3,,0,,,2,A,NMNZ,,,SO,,Fugwood,Fugwood,4622,16759,S176,D46,SL,77-03
027912990,2260477,5570344,Curculionidae,Anagotus,graniger,,no collector given,1/11/1898,1898,11,,0,,,5,A,NMNZ,,,SO,,Ida Valley,,4502,16950,S134,H41,CO,67-04
029712990,2249049,5694073,Curculionidae,Anagotus,halli,,J.T. M,21/02/1986,1986,2,,1525,,,1,A,NMNZ,,,SO,,Mt Dobson,,4355,16945,S088,G37,WD,51-03
116912990,2174152,5586858,Curculionidae,Anagotus,hamiltoni,,H. Hamilton,5/02/1909,1909,2,,1525,,,5,A,NMNZ,,,SO,,Vanguard Peak,,4451,16845,S123,F41,OL,66-04
117012990,2179509,5585278,Curculionidae,Anagotus,hamiltoni,,H. Hamilton,5/02/1909,1909,2,,0,,,1,A,NMNZ,,,SO,,Macetown,,4452,16849,S123,F41,OL,66-04
009612990,2686749,6024727,Curculionidae,Anagotus,helmsi,,H. H (Hamilton?),7/10/1915,1915,10,,0,,,1,A,NMNZ,,,NO,,Akatarawa,,4058,17506,N161,R26,WN,38-01
009712990,2686749,6024727,Curculionidae,Anagotus,helmsi,,M. Redington,19/12/1952,1952,12,,0,,,1,A,NMNZ,,,NO,,Akatarawa,,4058,17506,N161,R26,WN,38-01
009812990,2686749,6024727,Curculionidae,Anagotus,helmsi,,M. Redington,22/11/1953,1953,11,,0,,,1,A,NMNZ,,,NO,,Akatarawa,,4058,17506,N161,R26,WN,38-01
011512990,2501579,6028698,Curculionidae,Anagotus,helmsi,,A.C. O'Connor,1/10/1951,1951,10,,0,,,1,A,NMNZ,,,SO,,Canaan,,4057,17254,S008,N26,NN,46-07
012112990,2061284,5557745,Curculionidae,Anagotus,helmsi,,R.K. Dell,22/03/1949,1949,3,,0,,,2,A,NMNZ,,,SO,Fiordland NP,"Fiordland NP, Caswell Sound",,4503,16718,S129,C41,FD,72-02
012812990,2540687,5984218,Curculionidae,Anagotus,helmsi,,J.I. Townsend,26/11/1959,1959,11,,0,,,2,A,NMNZ,,,SO,,Dun Mountain,,4121,17322,S020,O27,NN,47-03
013312990,2489025,6002759,Curculionidae,Anagotus,helmsi,,J.T. Salmon,22/02/1946,1946,2,,0,,,2,A,NMNZ,,,SO,,"Mt Arthur, Flora Hut",Flora Hut,4111,17245,S013,M27,NN,46-07
014512990,2361986,5858663,Curculionidae,Anagotus,helmsi,,Lewis coll,,0,1,,0,,,1,A,NMNZ,,,SO,,Greymouth,,4228,17112,S044,J32,BR,48-10
15112990,2113078,5592689,Curculionidae,Anagotus,helmsi,,J.T. Salmon,22/12/1943,1943,12,,0,,,1,A,NMNZ,,,SO,Fiordland NP,"Fiordland NP, Homer Saddle",,4446,16759,S122,D40,FD,72-01
015312990,2729308,6136523,Curculionidae,Anagotus,helmsi,,G.M. Speedy,20/05/1942,1942,5,,0,,,1,A,NMNZ,,,NO,,Hunterville,,3957,17534,N139,S22,WI,30-01
016912990,2075475,5465889,Curculionidae,Anagotus,helmsi,,D. Tuart,1/11/1956,1956,11,,970,,,3,A,NMNZ,,,SO,,Lake Monowai,,4553,16724,S158,C44,FD,72-03
010212990,2483445,5999038,Curculionidae,Anagotus,helmsi,,E. Fairburn,5/01/1930,1930,1,,0,,,1,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
010612990,2483445,5999038,Curculionidae,Anagotus,helmsi,,J.T. Salmon,22/02/1946,1946,2,,1210,,,1,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
013112990,2602061,6211333,Curculionidae,Anagotus,helmsi,,N.M. Adams,26/11/1961,1961,11,,854,,,1,A,NMNZ,,,NO,Egmont NP,"Taranaki NP, Mt Egmont, south side",S side,3918,17404,N118,P20,TK,25-01
014912990,2713702,6035142,Curculionidae,Anagotus,helmsi,,Suimonds,4/02/1919,1919,2,,0,,,1,A,NMNZ,,,NO,,Mt Holdsworth,,4052,17525,N157,S26,WN,38-01
017412990,2697874,6020749,Curculionidae,Anagotus,helmsi,,no collector given,3/01/1910,1910,1,,0,,,1,A,NMNZ,,,NO,,Mt Quoin,,4100,17514,N161,S26,WN,38-01
017712990,2126393,5417209,Curculionidae,Anagotus,helmsi,,W.G. Howes,1/02/1908,1908,2,,0,,,1,A,NMNZ,,,SO,,Riverton,,4621,16801,S176,D46,SL,77-03
017812990,2330358,5809752,Curculionidae,Anagotus,helmsi,,H. Hamilton,1/11/1905,1905,11,,0,,,3,A,NMNZ,,,SO,,Ross,,4254,17048,S057,J33,WD,50-01
018212990,2063647,5561623,Curculionidae,Anagotus,helmsi,,C.J. Lindsay,9/03/1949,1949,3,14/03/1949,0,,,2,A,NMNZ,,,SO,Fiordland NP,"fiordland NP, Stillwater River",,4501,16720,S130,C41,FD,72-02
019312990,2683550,6008141,Curculionidae,Anagotus,helmsi,,A.C. O'Connor,2/03/1913,1913,3,,0,,,1,A,NMNZ,,,NO,Wellington,Upper Hutt,,4107,17504,N161,R27,WN,38-01
019412990,2683550,6008141,Curculionidae,Anagotus,helmsi,,A.C. O'Connor,28/01/1917,1917,1,,0,,,1,A,NMNZ,,,NO,Wellington,Upper Hutt,,4107,17504,N161,R27,WN,38-01
019612990,2683550,6008141,Curculionidae,Anagotus,helmsi,,A.C. O'Connor,,0,0,,0,,,2,A,NMNZ,,,NO,Wellington,Upper Hutt,,4107,17504,N161,R27,WN,38-01
020012990,2683796,6139562,Curculionidae,Anagotus,helmsi,,Aston,20/03/1918,1918,3,,0,,,1,A,NMNZ,,,NO,,Wanganui (west),,3956,17502,N138,R22,WI,31-01
015812990,2059587,5563197,Curculionidae,Anagotus,helmsi,,R.K. Dell,15/03/1949,1949,3,,0,,,1,A,NMNZ,,,SO,Fiordland NP,"Fiordland NP, Leslie Clearing",,4500,16717,S129,B41,FD,72-02
016212990,2715424,5996208,Curculionidae,Anagotus,helmsi,,Butler collection,1/01/1906,1906,1,31/01/1906,0,,,1,A,NMNZ,,,NO,,Martinborough,,4113,17527,N161,S27,WA,36-01
111712990,2213711,5529450,Curculionidae,Anagotus,latirostris,,no collector given,,0,0,,0,,,2,A,NMNZ,,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
037012990,2477829,6004568,Curculionidae,Anagotus,oconnori,,J.T. Salmon,22/02/1946,1946,2,,0,,,1,A,NMNZ,,,SO,,"Mt Arthur, Balloon Hut",Balloon Hut,4110,17237,S013,M27,NN,46-07
031712990,2475076,5995300,Curculionidae,Anagotus,oconnori,,J.I. Townsend,10/01/1961,1961,1,,1372,,,1,A,NMNZ,,,SO,,Baton Saddle,,4115,17235,S013,M27,NN,46-07
034512990,2479196,6011979,Curculionidae,Anagotus,oconnori,,J.I. Townsend,26/10/1959,1959,10,,1372,,,3,A,NMNZ,,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
040012990,2483445,5999038,Curculionidae,Anagotus,oconnori,,J.I. Townsend,31/12/1958,1958,12,,1525,,,3,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
030612990,2702225,6026191,Curculionidae,Anagotus,oconnori,,E.A. Plank,26/03/1982,1982,3,29/03/1982,0,,,2,A,NMNZ,,,NO,Tararua Ra,"Tararua Range, Mt Hector",,4057,17517,N157,S26,WN,38-01
034112990,2697874,6020749,Curculionidae,Anagotus,oconnori,,A.C. O'Connor,9/10/1909,1909,10,13/09/1909,0,,,6,A,NMNZ,,,NO,,Mt Quoin,,4100,17514,N161,S26,WN,38-01
034012990,2771097,6150006,Curculionidae,Anagotus,oconnori,,R.M. Bull,26/01/1951,1951,1,,1678,,,1,A,NMNZ,,,NO,,Purity Ridge,,3949,17603,N140,U22,RI,28-01
035212990,2699513,6029965,Curculionidae,Anagotus,oconnori,,no collector given,13/07/1958,1958,7,,1220,,,1,M,NMNZ,,,NO,,Tabletop,,4055,17515,N157,S26,WN,38-01
036112990,2699513,6029965,Curculionidae,Anagotus,oconnori,,no collector given,13/07/1958,1958,7,,1220,,,1,F,NMNZ,,,NO,,Tabletop,,4055,17515,N157,S26,WN,38-01
030912990,2494807,5917625,Curculionidae,Anagotus,oconnori,,J.I. Townsend,22/11/1958,1958,11,,1220,,,1,A,NMNZ,,,SO,,St Arnaud Range,,4157,17249,S033,N29,BR,49-02
021612990,2477829,6004568,Curculionidae,Anagotus,peelensis,,J.T. Salmon,22/02/1946,1946,2,,0,,,9,A,NMNZ,,,SO,,"Mt Arthur, Balloon Hut",Balloon Hut,4110,17237,S013,M27,NN,46-07
021412990,2475076,5995300,Curculionidae,Anagotus,peelensis,,J.I. Townsend,10/01/1961,1961,1,,1372,,,1,A,NMNZ,,,SO,,Baton Saddle,,4115,17235,S013,M27,NN,46-07
021512990,2471068,5961959,Curculionidae,Anagotus,peelensis,,J.I. Townsend,21/10/1962,1962,10,,1525,Celmisia armstrongii,,1,A,NMNZ,,,SO,,Mt Owen,,4133,17232,S026,M28,NN,46-07
021712990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,22/01/1943,1943,1,,1220,,,1,A,NMNZ,,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
023212990,2475013,6008258,Curculionidae,Anagotus,peelensis,,no collector given,27/02/1931,1931,2,,1525,Celmisia,,2,A,NMNZ,,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
023912990,2475013,6008258,Curculionidae,Anagotus,peelensis,,E.S. Gourlay,31/01/1932,1932,1,,1464,,,1,A,NMNZ,,,SO,,Mt Peel,,4108,17235,S013,M27,NN,46-06
041412990,2279313,5748924,Curculionidae,Anagotus,*porrectus,,J.I. Townsend,15/09/1962,1962,9,,1220,,,1,A,NMNZ,,,SO,Westland NP,Alex Knob,,4326,17009,S071,H35,WD,50-06
044812990,2630371,6009205,Curculionidae,Anagotus,rugosus,,G.W. Ramsay,12/05/1956,1956,5,19/05/1956,0,,,9,A,NMNZ,,,SO,,The Brothers Islands,,4107,17426,S016,Q27,SD,39-02
044912990,2630371,6009205,Curculionidae,Anagotus,rugosus,,no collector given,,0,0,,0,,,2,A,NMNZ,,,SO,,The Brothers Islands,,4107,17426,S016,Q27,SD,39-02
045212990,2061284,5557745,Curculionidae,Anagotus,rugosus,,R.K. Dell,22/03/1943,1943,3,,0,,,2,A,NMNZ,,,SO,Fiordland NP,"Fiordland NP, Caswell Sound",,4503,16718,S129,C41,FD,72-02
045412990,2604889,6207596,Curculionidae,Anagotus,rugosus,,G.W. Ramsay,14/01/1955,1955,1,20/01/1955,915,,,1,A,NMNZ,,,NO,Egmont NP,"Taranaki NP, Dawson Falls",,3920,17406,N119,P20,TK,25-01
046012990,2540687,5984218,Curculionidae,Anagotus,rugosus,,R.M. Bull,4/01/1959,1959,1,,0,,,1,A,NMNZ,,,SO,,Dun Mountain,,4121,17322,S020,O27,NN,47-03
047212990,2075475,5465889,Curculionidae,Anagotus,rugosus,,D. Tuart,1/11/1956,1956,11,,0,,,1,A,NMNZ,,,SO,,Lake Monowai,,4553,16724,S158,C44,FD,72-03
047412990,2621973,6009338,Curculionidae,Anagotus,rugosus,,J.C. Yaldwin,12/10/1959,1959,10,,0,,,1,A,NMNZ,,,SO,,Motungarara Island,,4107,17420,S016,Q27,SD,39-03
046212990,2602061,6211333,Curculionidae,Anagotus,rugosus,,E. Fairburn,30/12/1951,1951,12,,0,Phacophanus littoratus,,1,A,NMNZ,,,NO,Egmont NP,"Taranki NP, Mt Egmont, South side",S side,3918,17404,N118,P20,TK,25-01
048712990,2594555,6059678,Curculionidae,Anagotus,rugosus,,A.C. O'Connor,9/09/1916,1916,9,15/09/1916,0,,,2,A,NMNZ,,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
049112990,2594343,6041174,Curculionidae,Anagotus,rugosus,,G.W. Ramsay,28/12/1955,1955,12,,0,,,1,A,NMNZ,,,TRI,,Trio Islands,,4050,17400,S011,P25,SD,30-03
046712990,2537925,5991632,Curculionidae,Anagotus,rugosus,,E.S. Gourlay,20/03/1933,1933,3,,0,,,1,A,NMNZ,,,SO,,Upper Maitai Valley,,4117,17320,S020,O27,NN,47-03
046512990,2059587,5563197,Curculionidae,Anagotus,rugosus,,R.K. Dell & R.R. Forster,22/01/1948,1948,1,,0,,,1,A,NMNZ,,,SO,Fiordland NP,"Fiordland NP, Leslie Valley",,4500,16717,S129,B41,FD,72-02
051412990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,A.C. O'Connor,9/09/1916,1916,9,16/09/1916,0,tall fescue and ngaio,,4,A,NMNZ,,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
052012990,2594555,6059678,Curculionidae,Anagotus,stephenensis,,A.C. O'Connor,20/09/1916,1916,9,,0,,,4,A,NMNZ,,,STI,Stephens I,Stephens Island,,4040,17400,S005,P25,SD,39-02
063012990,2790865,5684015,Curculionidae,Hadramphus,spinipennis,"Broun, 1911",T. Broun,,0,0,,0,,,1,A,NMNZ,,,CH,Chatham Is,Chatham Island,,4400,17630,240A,CH1,CH,80-01
109112990,2668052,6633899,Curculionidae,Karocolens,pittospori,"Kuschel, 1987",J.S. Dugdale,12/11/1981,1981,11,,0,Pittosporum crassifolium,,1,M,NMNZ,,PT,PKI,Aorangi I,Aorangi Island,,3529,17444,N017,R06,ND,07-01
053412990,2308417,5723922,Curculionidae,Lyperobius,carinatus,"Broun, 1881",no collector given,24/12/1957,1957,12,,0,,,1,A,NMNZ,,,SO,Mt Cook NP,"Mt Cook NP, Godley River",,4340,17030,S080,I36,MK,60-01
064712990,2075475,5465889,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",D. Tuart,1/11/1956,1956,11,,1372,Aciphylla,,2,A,NMNZ,,,SO,,Lake Monowai,,4553,16724,S158,C44,FD,72-03
065312990,2075756,5480763,Curculionidae,Lyperobius,coxalis,"Kuschel, 1987",D. Tuart,1/12/1956,1956,12,31/12/1956,1372,Aciphylla/tussock,,5,A,NMNZ,,,SO,,Mt Burns,,4545,16725,S158,C44,FD,72-03
067612990,2178005,5588911,Curculionidae,Lyperobius,cupiendus,"Broun, 1886",H. H (Hamilton?),5/02/1909,1909,2,,0,,,1,A,NMNZ,,,SO,,Advance Peak,,4450,16848,S123,F41,OL,66-04
070712990,2213711,5529450,Curculionidae,Lyperobius,cupiendus,"Broun, 1886",W.G. Howes,1/01/1916,1916,1,31/12/1916,0,,,1,A,NMNZ,,,SO,,Old Man Range,,4523,16913,S143,G42,CO,67-05
070612990,2182134,5559450,Curculionidae,Lyperobius,cupiendus,"Broun, 1886",M.D. P,18/02/1912,1912,2,,0,,,1,A,NMNZ,,,SO,,The Remarkables Range,,4506,16850,S132,F42,CO,66-05
072412990,2475076,5995300,Curculionidae,Lyperobius,fallax,"Broun, 1917",J.I. Townsend,10/01/1961,1961,1,,1372,,,2,A,NMNZ,,,SO,,Baton Saddle,,4115,17235,S013,M27,NN,46-07
072212990,2472090,6032307,Curculionidae,Lyperobius,fallax,"Broun, 1917",no collector given,6/02/1925,1925,2,,0,,,1,A,NMNZ,,,SO,,Brown Cow Ridge,,4055,17233,S008,M26,NN,46-06
076312990,2479196,6011979,Curculionidae,Lyperobius,fallax,"Broun, 1917",J.I. Townsend,25/12/1961,1961,12,,0,,,2,A,NMNZ,,,SO,,Lake Sylvester,,4106,17238,S013,M26,NN,46-06
071012990,2483445,5999038,Curculionidae,Lyperobius,fallax,"Broun, 1917",J.I. Townsend,31/12/1958,1958,12,,1525,,,1,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
074912990,2483445,5999038,Curculionidae,Lyperobius,fallax,"Broun, 1917",no collector given,1/12/1915,1915,12,31/12/1915,0,,,1,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
076412990,2455114,5869289,Curculionidae,Lyperobius,fallax,"Broun, 1917",R.A. Cumber,25/12/1938,1938,12,,0,,,1,A,NMNZ,,,SO,,Maruia Springs,,4223,17220,S046,M31,BR,48-07
080012990,2483445,5999038,Curculionidae,Lyperobius,*ferox,,W.H. Dawbin,1/01/1948,1948,1,4/01/1948,1372,Aciphylla,,1,A,NMNZ,,,SO,,Mt Arthur,,4113,17241,S013,M27,NN,46-07
077312990,2430782,5957921,Curculionidae,Lyperobius,*ferox,,no collector given,23/02/1938,1938,2,,0,,,5,A,NMNZ,,,SO,,Mt Glasgow,,4135,17203,S025,L28,NN,46-06
078512990,2430782,5957921,Curculionidae,Lyperobius,*ferox,,no collector given,23/02/1938,1938,2,,1525,,,2,A,NMNZ,,,SO,,Mt Glasgow,,4135,17203,S025,L28,NN,46-06
082212990,2138633,5584925,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",E.S. Gourlay,27/12/1944,1944,12,1/01/1945,0,,,1,A,NMNZ,,,SO,,Bold Peak,,4451,16818,S122,E41,OL,51-07
082412990,2165105,5558565,Curculionidae,Lyperobius,hudsoni,"Broun, 1914",no collector given,25/02/1913,1913,2,,0,,,1,A,NMNZ,,,SO,,Cecil Peaks,,4506,16837,S132,E42,OL,73-02
